umap_dims,eps,min_samples,num_clusters,noise_ratio,silhouette_score,davies_bouldin_score
2,0.2,5,44,0.006315007429420505,-0.29229745268821716,0.7428142523607314
2,0.2,10,39,0.04699108469539376,-0.31379908323287964,2.6986594655559277
2,0.2,15,40,0.11552748885586925,-0.11857478320598602,1.37085346751137
2,0.4,5,28,0.0,-0.129668191075325,0.37044917012922923
2,0.4,10,19,0.013187221396731055,0.015500457026064396,2.3961544277090443
2,0.4,15,17,0.022288261515601784,0.02002907730638981,3.2491649592519685
2,0.6,5,24,0.0,-0.0021124742925167084,0.3393220069585509
2,0.6,10,17,0.008729569093610699,0.03792060166597366,1.6871275983850467
2,0.6,15,15,0.01337295690936107,0.06176574155688286,1.6305860824840128
2,0.8,5,23,0.0,0.02725977636873722,0.3344820593656155
2,0.8,10,16,0.008729569093610699,0.06860625743865967,1.7055442269553813
2,0.8,15,14,0.01263001485884101,0.09159862995147705,1.6070434248821779
2,1.0,5,22,0.0,0.07006912678480148,0.3238259495465704
2,1.0,10,16,0.007800891530460624,0.06835483014583588,1.8930512326331268
2,1.0,15,14,0.011701337295690936,0.09139544516801834,1.632703096850029
5,0.2,5,178,0.288075780089153,0.03700375556945801,0.9687021288241842
5,0.2,10,76,0.5150445765230312,-0.06385432183742523,0.8327820757335451
5,0.2,15,51,0.6324294205052006,-0.15251444280147552,0.7793040142229658
5,0.4,5,40,0.011329866270430906,-0.3082056939601898,2.1854858783382918
5,0.4,10,29,0.05850668647845468,-0.2483208030462265,1.1176126447274903
5,0.4,15,29,0.11106983655274888,0.0336587019264698,1.294520686296337
5,0.6,5,24,0.0,-0.0902312844991684,0.39331235793689195
5,0.6,10,15,0.0137444279346211,0.07669902592897415,1.2194593660347568
5,0.6,15,13,0.018945022288261514,0.19294220209121704,1.3336053818141895
5,0.8,5,20,0.0,0.13476750254631042,0.3308251403643935
5,0.8,10,14,0.008915304606240713,0.1238526776432991,1.0577505814548025
5,0.8,15,12,0.012815750371471025,0.24205853044986725,1.0001028102447649
5,1.0,5,19,0.0,0.13491499423980713,0.329470599507452
5,1.0,10,13,0.007800891530460624,0.1243579313158989,1.0975596424233598
5,1.0,15,11,0.011701337295690936,0.2597639858722687,1.0457477627844198
10,0.2,5,180,0.30664933135215455,0.04026098921895027,0.9570017527338947
10,0.2,10,71,0.5416047548291233,-0.08766872435808182,0.8336508597224799
10,0.2,15,40,0.6849925705794948,-0.18708866834640503,0.7454863358887786
10,0.4,5,41,0.013930163447251115,-0.29889318346977234,1.3050608739099108
10,0.4,10,30,0.07039375928677563,-0.20446056127548218,1.1561513125153347
10,0.4,15,31,0.13688707280832096,0.09831435978412628,1.1285884663557406
10,0.6,5,23,0.0,-0.10431010276079178,0.38942276332069137
10,0.6,10,14,0.01263001485884101,0.10037031769752502,0.9724055093837918
10,0.6,15,13,0.01690193164933135,0.1940908432006836,1.0073688766995177
10,0.8,5,20,0.0,-0.0033609969541430473,0.3474293461258391
10,0.8,10,13,0.009286775631500743,0.10171248018741608,0.9297999120333931
10,0.8,15,11,0.013187221396731055,0.26828283071517944,0.9680922262811665
10,1.0,5,18,0.0,0.28176212310791016,0.3069332971162204
10,1.0,10,12,0.007800891530460624,0.2716963291168213,0.9234382901231183
10,1.0,15,11,0.009843982169390787,0.2701750695705414,0.8655753276444379
20,0.2,5,174,0.30906389301634474,0.053628478199243546,0.950913940406939
20,0.2,10,76,0.5408618127786032,-0.07956720888614655,0.8316028984095545
20,0.2,15,44,0.6712481426448736,-0.1747688353061676,0.7317961545919369
20,0.4,5,41,0.016716196136701337,-0.301770955324173,1.2317114226491968
20,0.4,10,30,0.07020802377414562,-0.29970118403434753,1.2703129295576938
20,0.4,15,28,0.1363298662704309,0.03481917828321457,1.0332327175191565
20,0.6,5,26,0.00018573551263001485,-0.2697312831878662,0.5531495922323754
20,0.6,10,16,0.013558692421991085,-0.039741721004247665,1.042662960394385
20,0.6,15,14,0.02395988112927192,0.15290622413158417,1.1524204928539228
20,0.8,5,22,0.0,-0.0024640581104904413,0.3810652756136152
20,0.8,10,14,0.010586924219910848,0.1395070105791092,1.0227650049671002
20,0.8,15,12,0.015601783060921248,0.22169610857963562,1.117398476399124
20,1.0,5,19,0.0,0.18836253881454468,0.32782060375486877
20,1.0,10,13,0.007800891530460624,0.1787547618150711,0.9441053600838937
20,1.0,15,11,0.011701337295690936,0.26265019178390503,1.0129723400494968
50,0.2,5,164,0.32039375928677566,0.05201439931988716,1.0027093067272748
50,0.2,10,77,0.5434621099554234,-0.1027604267001152,0.832244404709065
50,0.2,15,40,0.687592867756315,-0.18547341227531433,0.7381438777959605
50,0.4,5,39,0.015973254086181277,-0.3118446469306946,1.3111554461093973
50,0.4,10,27,0.06909361069836553,-0.290786474943161,1.2883004143552568
50,0.4,15,26,0.1311292719167905,-0.036549296230077744,1.3952905843065773
50,0.6,5,24,0.0007429420505200594,-0.15979059040546417,0.4719419683454095
50,0.6,10,15,0.012815750371471025,0.10404784977436066,1.1843484337171133
50,0.6,15,15,0.018945022288261514,0.04801440238952637,1.2666586332062013
50,0.8,5,20,0.0,-0.030308030545711517,0.36325564473174643
50,0.8,10,13,0.009101040118870729,0.1463884860277176,1.116734632474838
50,0.8,15,11,0.01300148588410104,0.26738977432250977,1.1610730140912549
50,1.0,5,19,0.0,0.1536950320005417,0.33480345120126775
50,1.0,10,13,0.008543833580980683,0.14658476412296295,1.1227443417702418
50,1.0,15,11,0.012444279346210995,0.2675342857837677,1.1770445002452217
100,0.2,5,165,0.32522288261515603,0.01944923773407936,0.9890948063138265
100,0.2,10,74,0.5523774145616642,-0.09529799968004227,0.8333673333956204
100,0.2,15,42,0.6823922734026746,-0.18258820474147797,0.7317294745718317
100,0.4,5,42,0.018945022288261514,-0.33268237113952637,1.088026053512927
100,0.4,10,29,0.07113670133729569,-0.1780969202518463,1.2197698270897679
100,0.4,15,29,0.13465824665676077,0.05201569199562073,1.1374304559805763
100,0.6,5,24,0.0,-0.07144106924533844,0.3859258853083965
100,0.6,10,15,0.012815750371471025,0.09584429860115051,1.194961907295684
100,0.6,15,15,0.02024517087667162,-0.06372039765119553,1.4065952710328142
100,0.8,5,20,0.0,0.010181696154177189,0.333546072848366
100,0.8,10,13,0.009286775631500743,0.13126683235168457,1.0785981751210847
100,0.8,15,12,0.013187221396731055,0.26221683621406555,1.1070867970610225
100,1.0,5,19,0.0,0.14189404249191284,0.312165149685302
100,1.0,10,13,0.007800891530460624,0.13178782165050507,1.085791279854142
100,1.0,15,11,0.011701337295690936,0.277832567691803,1.145563261465817
